Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,GA,Georgia,Roswell,Census Tract,BRFSS,Unhealthy Behaviors,1367284-13121011417,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.7,16.3,17.1,,,4520,"(34.0569627688, -84.3629345971)",UNHBEH,BINGE,1367284,13121011417,Binge Drinking
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001002313,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.7,73.3,76.1,,,3993,"(43.6084358588, -116.304227302)",PREVENT,CHOLSCREEN,1608830,16001002313,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008614,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,24.4,25.7,,,8232,"(21.4097353813, -158.068298632)",HLTHOUT,BPHIGH,15003,15003008614,High Blood Pressure
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003940002,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,5.8,6.5,,,7400,"(21.3940022356, -158.124509059)",HLTHOUT,CHD,15003,15003940002,Coronary Heart Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008408,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.9,1.8,2,,,4728,"(21.3128550435, -158.031213771)",HLTHOUT,KIDNEY,15003,15003008408,Chronic Kidney Disease
2016,ID,Idaho,Meridian,City,BRFSS,Prevention,1652120,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,63.7,62.2,65.2,,,75092,"(43.6185195383, -116.39758487)",PREVENT,COLON_SCREEN,1652120,,Colorectal Cancer Screening
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215002000,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,50.9,45.7,55.7,,,3266,"(32.4713533371, -84.9409858716)",PREVENT,DENTAL,1319000,13215002000,Dental Visit
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.8,6.9,8.7,,,3527,"(21.2783292329, -157.811278158)",PREVENT,ACCESS2,15003,15003001500,Health Insurance
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008922,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,83,80.8,84.9,,,7479,"(21.4060802931, -158.007614324)",PREVENT,PAPTEST,15003,15003008922,Pap Smear Test
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003005300,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,10.2,11,,,3636,"(21.3176030175, -157.861407148)",UNHBEH,BINGE,15003,15003005300,Binge Drinking
2017,GA,Georgia,Johns Creek,Census Tract,BRFSS,Prevention,1342425-13121011620,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,84.7,83.9,85.4,,,4641,"(34.0674918748, -84.2129058533)",PREVENT,CHOLSCREEN,1342425,13121011620,Cholesterol Screening
2016,GA,Georgia,Warner Robins,Census Tract,BRFSS,Prevention,1380508-13153021201,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,64.4,60.6,67.6,,,946,"(32.5421477478, -83.6735825642)",PREVENT,COLON_SCREEN,1380508,13153021201,Colorectal Cancer Screening
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008929,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.4,77.5,82.8,,,4836,"(21.4723442175, -157.998511885)",PREVENT,MAMMOUSE,15003,15003008929,Mammography
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010509,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,80.9,80.1,81.6,,,4119,"(33.3975311058, -82.0375714937)",PREVENT,BPMED,1304204,13245010509,Taking BP Medication
2017,GA,Georgia,Roswell,Census Tract,BRFSS,Unhealthy Behaviors,1367284-13121011418,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.5,23.1,,,5853,"(34.0406642876, -84.3909286377)",UNHBEH,OBESITY,1367284,13121011418,Obesity
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001400,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,83.7,82.5,84.7,,,2550,"(21.2772209725, -157.806213514)",PREVENT,CHOLSCREEN,15003,15003001400,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003004200,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.6,8.1,,,3432,"(21.3130661889, -157.856524456)",HLTHOUT,CASTHMA,15003,15003004200,Current Asthma
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051002300,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,26.7,29.4,,,2056,"(32.0577200508, -81.1112836355)",HLTHOUT,ARTHRITIS,1369000,13051002300,Arthritis
2017,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021013408,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,90.7,89.7,91.6,,,218,"(32.8820164436, -83.7213582264)",PREVENT,CHOLSCREEN,1349000,13021013408,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003010202,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,66.9,66.2,67.6,,,7643,"(21.6251162779, -157.941809249)",PREVENT,CHECKUP,15003,15003010202,Annual Checkup
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003010202,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,3.5,3.7,,,7643,"(21.6251162779, -157.941809249)",HLTHOUT,CANCER,15003,15003010202,Cancer (except skin)
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Health Outcomes,1656260-16027020601,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,4.1,4.8,,,4707,"(43.5833173278, -116.602873996)",HLTHOUT,CHD,1656260,16027020601,Coronary Heart Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001803,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,73.8,72.9,74.6,,,3360,"(21.2768297974, -157.821516075)",PREVENT,BPMED,15003,15003001803,Taking BP Medication
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9.4,6.3,13,,,5421,"(21.3324218823, -157.882350995)",HLTHOUT,TEETHLOST,15003,15003006000,Teeth Loss
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001000802,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,29,28.1,30,,,5397,"(43.5779895661, -116.184190686)",HLTHOUT,HIGHCHOL,1608830,16001000802,High Cholesterol
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003011105,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,26.8,28.7,,,3205,"(21.3923788131, -157.736253483)",HLTHOUT,BPHIGH,15003,15003011105,High Blood Pressure
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010107,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.3,28.8,32,,,1834,"(33.9744323872, -84.3024169365)",HLTHOUT,BPHIGH,1368516,13121010107,High Blood Pressure
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006805,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,5,3,7.6,,,6167,"(21.3522172189, -157.905678933)",HLTHOUT,TEETHLOST,15003,15003006805,Teeth Loss
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003000903,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19,18.3,19.7,,,2858,"(21.2827204274, -157.793693903)",UNHBEH,OBESITY,15003,15003000903,Obesity
2016,GA,Georgia,Roswell,Census Tract,BRFSS,Health Outcomes,1367284-13121011414,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.5,4.6,11.6,,,4327,"(34.0007526915, -84.280599651)",HLTHOUT,TEETHLOST,1367284,13121011414,Teeth Loss
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051010501,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18,15.5,20.4,,,2941,"(32.0638134436, -81.1583320335)",HLTHOUT,MHLTH,1369000,13051010501,Mental Health
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245000200,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.6,16,19.2,,,3030,"(33.4883544206, -82.0001152601)",HLTHOUT,PHLTH,1304204,13245000200,Physical Health
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Unhealthy Behaviors,1368516-13121010212,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,15.4,21.2,,,5440,"(33.9014010067, -84.3869905014)",UNHBEH,CSMOKING,1368516,13121010212,Current Smoking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003000902,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.7,8.4,11.2,,,4088,"(21.2911133834, -157.790002885)",UNHBEH,CSMOKING,15003,15003000902,Current Smoking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003000108,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,2.4,2.8,,,3264,"(21.2871217614, -157.711001748)",HLTHOUT,STROKE,15003,15003000108,Stroke
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003011500,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.3,9.9,10.7,,,5493,"(21.3311286173, -158.072101573)",HLTHOUT,CASTHMA,15003,15003011500,Current Asthma
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001000202,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.5,15,16,,,5181,"(43.6602296507, -116.216671259)",UNHBEH,BINGE,1608830,16001000202,Binge Drinking
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010706,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.3,11.7,13,,,5074,"(33.3576096662, -81.9955299868)",HLTHOUT,DIABETES,1304204,13245010706,Diabetes
2016,GA,Georgia,Atlanta,Census Tract,BRFSS,Health Outcomes,1304000-13121008302,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,25.9,15.6,39.1,,,2000,"(33.7573897702, -84.4522858959)",HLTHOUT,TEETHLOST,1304000,13121008302,Teeth Loss
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003002004,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27,26.1,27.9,,,1398,"(21.2789728993, -157.825067387)",UNHBEH,OBESITY,15003,15003002004,Obesity
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Unhealthy Behaviors,1380508-13153020700,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,11.8,12.6,,,3110,"(32.6004585925, -83.6058816664)",UNHBEH,BINGE,1380508,13153020700,Binge Drinking
2017,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021013800,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,50.2,48.9,51.5,,,1931,"(32.8448781502, -83.6152766486)",HLTHOUT,BPHIGH,1349000,13021013800,High Blood Pressure
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003011106,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,8.9,9.6,,,5924,"(21.375610772, -157.726093972)",HLTHOUT,CASTHMA,15003,15003011106,Current Asthma
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001001000,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,70.8,67.8,73.8,,,5997,"(43.6087482229, -116.228075339)",PREVENT,MAMMOUSE,1608830,16001001000,Mammography
2016,GA,Georgia,Johns Creek,Census Tract,BRFSS,Prevention,1342425-13121011625,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,81.6,79.1,83.6,,,7755,"(34.028569552, -84.1980094109)",PREVENT,PAPTEST,1342425,13121011625,Pap Smear Test
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Unhealthy Behaviors,1368516-13121010204,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,19.2,21.8,,,4761,"(33.9251455366, -84.4171639288)",UNHBEH,OBESITY,1368516,13121010204,Obesity
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001000100,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,55.3,54.1,56.3,,,3897,"(43.6162641347, -116.207722391)",PREVENT,CHECKUP,1608830,16001000100,Annual Checkup
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051011500,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,33.5,32.6,34.4,,,2696,"(31.921678535, -81.1509114393)",HLTHOUT,HIGHCHOL,1369000,13051011500,High Cholesterol
2017,GA,Georgia,Augusta,City,BRFSS,Prevention,1304204,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,80.7,80.5,81,,,195844,"(33.3644561527, -82.0708396775)",PREVENT,CHOLSCREEN,1304204,,Cholesterol Screening
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010204,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,82.6,79,84.9,,,4761,"(33.9251455366, -84.4171639288)",PREVENT,MAMMOUSE,1368516,13121010204,Mammography
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245000200,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,22.7,18.4,27.6,,,3030,"(33.4883544206, -82.0001152601)",PREVENT,COREW,1304204,13245000200,Core preventive services for older women
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003000903,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.2,17.3,19.2,,,2858,"(21.2827204274, -157.793693903)",HLTHOUT,ARTHRITIS,15003,15003000903,Arthritis
2016,GA,Georgia,Warner Robins,Census Tract,BRFSS,Prevention,1380508-13153021108,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,62.3,58.8,65.8,,,1789,"(32.5590365285, -83.654219192)",PREVENT,COLON_SCREEN,1380508,13153021108,Colorectal Cancer Screening
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Unhealthy Behaviors,1319000-13215010201,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,22,27.1,,,6740,"(32.5841000369, -84.9893087254)",UNHBEH,LPA,1319000,13215010201,Physical Inactivity
2017,GA,Georgia,Roswell,Census Tract,BRFSS,Health Outcomes,1367284-13121011506,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.5,3.6,5.5,,,5578,"(34.0767433936, -84.4018000438)",HLTHOUT,COPD,1367284,13121011506,COPD
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003000700,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.3,3.1,3.7,,,2966,"(21.2713403723, -157.792698935)",HLTHOUT,KIDNEY,15003,15003000700,Chronic Kidney Disease
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051003502,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,28.7,24.3,33.6,,,3641,"(32.0307295322, -81.0760426898)",PREVENT,COREW,1369000,13051003502,Core preventive services for older women
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003004800,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,3.2,4,,,6707,"(21.3415691226, -157.853573613)",HLTHOUT,STROKE,15003,15003004800,Stroke
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003009701,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.2,14.7,15.6,,,6635,"(21.4747195664, -158.164806153)",HLTHOUT,DIABETES,15003,15003009701,Diabetes
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001002412,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,6.2,8.6,,,52,"(43.6683770194, -116.336748214)",HLTHOUT,COPD,1608830,16001002412,COPD
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003981100,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,19,"(21.3623108682, -157.715428914)",HLTHOUT,STROKE,15003,15003981100,Stroke
2017,GA,Georgia,Johns Creek,Census Tract,BRFSS,Health Outcomes,1342425-13121011617,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,3.8,5.6,,,1658,"(34.0457900932, -84.2319241777)",HLTHOUT,COPD,1342425,13121011617,COPD
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051010806,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,4,"(31.9373743998, -81.2022501704)",PREVENT,BPMED,1369000,13051010806,Taking BP Medication
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Unhealthy Behaviors,1369000-13051010502,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.1,35.4,38.7,,,88,"(32.0436594219, -81.1583476373)",UNHBEH,OBESITY,1369000,13051010502,Obesity
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003002006,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.4,68.5,74.2,,,2364,"(21.2829469956, -157.829443906)",PREVENT,DENTAL,15003,15003002006,Dental Visit
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001010313,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.7,10.2,15.7,,,910,"(43.5881337971, -116.33695668)",PREVENT,ACCESS2,1608830,16001010313,Health Insurance
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010118,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.9,21.1,26.5,,,4782,"(33.9738072059, -84.3487694509)",PREVENT,ACCESS2,1368516,13121010118,Health Insurance
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003006402,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.8,72.2,73.6,,,6387,"(21.3523745465, -157.845588585)",PREVENT,CHECKUP,15003,15003006402,Annual Checkup
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051010502,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,51.7,47.3,56.5,,,88,"(32.0436594219, -81.1583476373)",PREVENT,DENTAL,1369000,13051010502,Dental Visit
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001000701,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,2,2.6,,,4686,"(43.6070320646, -116.180728248)",HLTHOUT,STROKE,1608830,16001000701,Stroke
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215003301,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.8,13.5,16.1,,,1317,"(32.4126106139, -84.9308181793)",HLTHOUT,PHLTH,1319000,13215003301,Physical Health
2017,IL,Illinois,Arlington Heights,Census Tract,BRFSS,Prevention,1702154-17031803005,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6.9,5.7,8.4,,,2014,"(42.1323543962, -87.9912074228)",PREVENT,ACCESS2,1702154,17031803005,Health Insurance
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001002100,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.6,76.2,79,,,88,"(43.5519323284, -116.217091515)",PREVENT,CHOLSCREEN,1608830,16001002100,Cholesterol Screening
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001000304,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.8,75.3,78.3,,,6328,"(43.6675318211, -116.264531816)",PREVENT,CHOLSCREEN,1608830,16001000304,Cholesterol Screening
